filename,filepath,document_type,year,chunk_num,chunk_text,topic,confidence,cosine
ambtsbericht-nigeria-2015-10-08.12.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.12.txt,2015,ambtsbericht-nigeria-2015-10-08,6,"Boko Haram Giwa barracks attack: Nigerian army ‘killed hundreds’,
http://www.bbc.com/news/world-africa-26819965. 30
Rapport Amnesty International (april 2015): AFR 44/1360/2015,
www.amnesty.nl/sites/default/files/public/nigeria_full_report.pdf.",Dehumanization & Scientific Racism,1.0,0.08
ambtsbericht-nigeria-2015-10-08.11.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.11.txt,2015,ambtsbericht-nigeria-2015-10-08,4,"CNN international (27
februari 2014): A year of attacks linked to Nigeria’s Boko Haram,
http://edition.cnn.com/2014/02/27/world/africa/nigeria-year-of-attacks/; CNN library (19 november 2014): Time
line Boko Haram attacks, http://edition.cnn.com/2014/06/09/world/boko-haram-fast-facts/; Rapport Amnesty
International (maart 2014): Nigeria: more than 1500 killed in armed conflict in north-eastern Nigeria in early
2014;Rapport",Dehumanization & Scientific Racism,1.0,0.07701540462154054
ambtsbericht-nigeria-2015-10-08.11.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.11.txt,2015,ambtsbericht-nigeria-2015-10-08,5,"Amnesty International (juni 2015): Stars on their shoulders. Blood on their hands. War crimes
committed by the Nigerian military, http://www.amnesty.org.uk/webfm_send/1465.",Dehumanization & Scientific Racism,1.0,0.075
ambtsbericht-nigeria-2015-10-08.11.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.11.txt,2015,ambtsbericht-nigeria-2015-10-08,8,"to extend emergency
rule in northeast; summons military chiefs; Persbericht: Amnesty International (31 maart 2014): Nigeria: war
crimes and crimes against humanity as violence escalates in north-east",Dehumanization & Scientific Racism,1.0,0.07071067811865477
ambtsbericht-nigeria-2015-10-08.19.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.19.txt,2015,ambtsbericht-nigeria-2015-10-08,2,"Zo werden op 10
november 2014 bij een bomaanslag tijdens een schoolbijeenkomst 48 studenten
gedood. Op 11 januari 2015 bliezen twee mannen zich op bij een politiebureau.71
Kort voor en na de inauguratie van president Buhari vonden in deelstaten Kano,
Kaduna en diverse plaatsen in deelstaat Borno (Maiduguri, Tashan Alade, Mule,
Marte, Damaturu) enkele aanslagen plaats waarbij enige tientallen mensen werden
gedood. In Jos werd een aanval op een politiebureau afgeslagen.72
66
CNN (27 februari 2014): A year of attacks linked to Nigeria’s Boko Haram,
http://edition.cnn.com/2014/02/27/world/africa/nigeria-year-of-attacks/; Persbericht BBC news Africa (29
december 2014):",Dehumanization & Scientific Racism,1.0,0.07216878364870323
ambtsbericht-nigeria-2015-10-08.19.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.19.txt,2015,ambtsbericht-nigeria-2015-10-08,3,"Boko Haram unrest Cameroon air strikes on Nigerian militants
http://www.bbc.com/news/world-africa-30623199. 67
BBC report (11 december 2014): Jihadism: tracking a month of deadly attacks. 68 Persbericht Unicef (26 mei 2015):",Dehumanization & Scientific Racism,1.0,0.0668153104781061
ambtsbericht-nigeria-2015-10-08.19.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.19.txt,2015,ambtsbericht-nigeria-2015-10-08,5,"Alarming spike in suicide attacks involving woman and girls,
http://www.unicef.org/infobycountry/media_82047.html?p=printme. 70
NOS (11 januari 2015): http://nos.nl/artikel/2012805-kinderen-plegen-weer-zelfmoordaanslag-in-nigeria.html
Volkskrant (11 januari 2015): http://www.volkskrant.nl/buitenland/weer-zelfmoordaanslag-kinderen-in-nigeria-
vijf-doden~a3827481/.
71
NOS (11 januari 2015):http://nos.nl/artikel/2012805-kinderen-plegen-weer-zelfmoordaanslag-in-nigeria.html ;
(11 januari 2015): http://www.volkskrant.nl/buitenland/weer-zelfmoordaanslag-kinderen-in-nigeria-vijf-
doden~a3827481/.
72
The Guardian world news (17 juni 2015): Casualties reported as bombs found at abandoned Boko Haram camp
explode, http://www.theguardian.com/world/2015/jun/17/boko-haram-homemade-bombs-nigeria-monguno-
scores-dead;
The Guardian world news (15 juni 2015):",Dehumanization & Scientific Racism,1.0,0.07870082734456545
ambtsbericht-nigeria-2015-10-08.19.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.19.txt,2015,ambtsbericht-nigeria-2015-10-08,6,"Two suicide bombings in Chad target police in capital,
http://www.theguardian.com/world/2015/jun/15/two-suicide-bombings-chad-target-police-ndjamena
The Guardian world news (2 juni 2015): Boko Haram bombs Maiduguri in north-east Nigeria, killing 20 people,
http://www.theguardian.com/world/2015/jun/02/boko-haram-bombs-maiduguri-nigeria; The Guardian world news (30 mei 2015): At least 30 killed in Nigerian city after day of violence,
http://www.theguardian.com/world/2015/may/30/at-least-30-killed-in-nigerian-city-after-day-of-violence;",Dehumanization & Scientific Racism,1.0,0.10101525445522107
ambtsbericht-nigeria-2015-10-08.10.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.10.txt,2015,ambtsbericht-nigeria-2015-10-08,3,"Door de stijging van het aantal doden
werd aan het nut en de doeltreffendheid van de noodtoestand getwijfeld. Tijdens de
noodtoestand vond het tot dan toe meest krachtige militair offensief plaats om Boko
Haram te verjagen en de op dat moment vier jaar durende opstand definitief te
beëindigen. In eerste instantie leek de regering in zijn opzet te slagen doordat de
militanten over de grens werden verdreven in de richting van Noord-Kameroen,
17
Oxford Analytica Daily Brief (26 mei 2015): New Nigeria government faces tough economic decisions,
http://www.oxan.com/display.aspx?ItemID=DB199788; idem:",Dehumanization & Scientific Racism,1.0,0.08387421368293257
ambtsbericht-nigeria-2015-10-08.10.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.10.txt,2015,ambtsbericht-nigeria-2015-10-08,5,"telecoms growth,
http://www.oxan.com/display.aspx?ItemID=DB199995; Vertrouwelijke bron; Oxford Analytica (27 mei 2015): Nigeria fuel strike was a warning shot to new leader, http://www.oxan.com/display.aspx?ItemID=ES199822.",Dehumanization & Scientific Racism,1.0,0.057735026918962574
ambtsbericht-nigeria-2015-10-08.10.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.10.txt,2015,ambtsbericht-nigeria-2015-10-08,7,"Eerdere pogingen van de voormalige regering om de
brandstofsubsidies af te schaffen in 2012 leidden tot felle demonstraties.
19
Vision of humanity, Global Peace Index 2015 (www.visionofhumanity.org, geraadpleegd 30 september 2015).",Dehumanization & Scientific Racism,1.0,0.0625
ambtsbericht-nigeria-2015-10-08.15.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.15.txt,2015,ambtsbericht-nigeria-2015-10-08,3,"Boko Haram is een
moeilijk te definiëren organisatie zonder vastomlijnde structuur, die verschillende
groepen en cellen verenigt, variërend van jihadistische fanatici en criminelen tot
42
The Guardian (17 juni 2015): Casualties reported as bombs found at abandoned Boko Haram Camp explode,
http://www.theguardian.com/world/2015/jun/17/boko-haram-homemade-bombs-nigeria-monguno-scores-dead; The Guardian (21 mei 2015): How Nigeria turned a corner against",Dehumanization & Scientific Racism,1.0,0.0545544725589981
ambtsbericht-nigeria-2015-10-08.15.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.15.txt,2015,ambtsbericht-nigeria-2015-10-08,5,"shake-up reflects Buhari ’s bid for help; Vertrouwelijke bron.
44
International coalition for the responsibility to protect: The crisis in Nigeria,
http://www.responsibilitytoprotect.org/index.php/crisies/crisis-in-nigeria. 45
Social Science Research Councils",Dehumanization & Scientific Racism,1.0,0.058834840541455206
ambtsbericht-nigeria-2015-10-08.16.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.16.txt,2015,ambtsbericht-nigeria-2015-10-08,3,"Als effectief overheidsoptreden
uitblijft, blijven grote delen van Nigeria gedestabiliseerd volgens een rapport van de
International Crisis Group van april 2014.53 Een bron maakt melding van de invloed van de terreurgroep Islamitische Staat
(ISIS)54 op de verdere radicalisering in Nigeria gezien de aantoonbare parallellen
tussen ISIS en Boko Haram. Zo riep Boko Haram in de zomer van 2014 zijn eigen
‘kalifaat’ uit in de stad Gwoza door middel van videoboodschappen van Abubakar
48
Kamerbrief inzake Boko Haram d.d. 20 februari 2015.
49
Afhankelijk van de bron wordt dit begrip op verschillende wijzen gespeld; in dit Algemeen Ambtsbericht wordt de
schrijfwijze ‘sharia’ gehanteerd.
50
Kamerbrief inzake Boko Haram d.d.20 februari 2015; Kamerstuk vergaderjaar 2012-2013, nr 2302, Aanhangsel
van de Handelingen.
51
Voor een uitgebreid overzicht van de aanvallen van Boko Haram vanaf medio oktober 2012 tot eind 2013 wordt
verwezen naar het overzicht gepubliceerd door Integrated Regional Information Networks (IRIN) 22 febrauri
2013: Timeline of Boko Haram and related violence in Nigeria,
http://www.irinnews.org/websiteerror.htm?aspxerrorpath=/report.aspx; en Punch online (17 oktober 2014):
Timeline of Boko Haram activities, http://www.punchng.com/news/timeline-on-boko-haram-activities/
52",Dehumanization & Scientific Racism,1.0,0.06625891564490792
ambtsbericht-nigeria-2015-10-08.16.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.16.txt,2015,ambtsbericht-nigeria-2015-10-08,4,"http://www.state.gov/r/pa/prs/ps/2013/11/217509.htm (13 november 2013); The Longwar journal (13
november 2013): US adds Boko Haram, Ansaru to list of foreign terrorist groups,
http://www.longwarjournal.org/archives/2013/11/us_adds_boko_haram_t_1.php;",Dehumanization & Scientific Racism,1.0,0.08728715609439695
ambtsbericht-nigeria-2015-10-08.16.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.16.txt,2015,ambtsbericht-nigeria-2015-10-08,5,"Oxford Analytica (17 januari
2014): Nigeria’s evolving Insurgency tot test Jonathan’s clout. CNN (27 februari 2014) A year of attacks linked to
Nigeria’s Boko Haram, http://edition.cnn.com/2014/02/27/world/africa/nigeria-year-of-attacks/; Kamerstuk
vergaderjaar 2014-2015, nr 27925, brief van de minister van Buitenlandse Zaken aan de Tweede Kamer der
Staten-Generaal van 20 februari 2015.
53
Crisis Group Africa report no 216 (3 april 2014):",Dehumanization & Scientific Racism,1.0,0.06488856845230502
ambtsbericht-nigeria-2015-10-08.17.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.17.txt,2015,ambtsbericht-nigeria-2015-10-08,4,"ISIL accepts Boko haram pledge of allegiance, http://america.aljazeera.com/articles/2015/3/13/isil-accepts-boko-haram-
pledge-of-allegiance.html
57
BBC news Africa (19 augustus 2013): Abubakar Shekau of Nigeria’s Boko Haram ’may be dead’,
http://www.bbc.com/news/world-africa-23761048; BBC news Africa (2 oktober 2014): Boko Haram video shows",Dehumanization & Scientific Racism,1.0,0.08571428571428572
ambtsbericht-nigeria-2015-10-08.17.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.17.txt,2015,ambtsbericht-nigeria-2015-10-08,6,"Nigeria:”I’m still alive’,
http://www.washingtonpost.com/blogs/worldviews/wp/2014/10/02/dead-boko-haram-leader-tells-nigeria-im-
still-alive/http://www.washingtonpost.com/blogs/worldviews/wp/2014/10/02/dead-boko-haram-leader-tells-
nigeria-im-still-alive/
58 Oxford Analytica daily brief (23 april 2015): Regional armies deal blow",Dehumanization & Scientific Racism,1.0,0.05547001962252291
ambtsbericht-nigeria-2015-10-08.14.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.14.txt,2015,ambtsbericht-nigeria-2015-10-08,3,"International Coalition for the Responsibility to Protect: The Crisis in Nigeria,
http://www.responsibilitytoprotect.org/index.php/crises/crisis-in-nigeria; Oxford Analytica daily brief (30 januari
2015): Distrust of Nigeria will hamper anti-Boko Haram force:",Dehumanization & Scientific Racism,1.0,0.05570860145311556
ambtsbericht-nigeria-2015-10-08.14.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.14.txt,2015,ambtsbericht-nigeria-2015-10-08,6,"Donated To Multinational Joint Task Force Of African Countries (15
juni 2015) http://www.ibtimes.com/us-vs-boko-haram-nigeria-5b-donated-multinational-joint-task-force-african-
countries-1968044. EastWest Institue: A Regional Multinational Joint Task Force to Combat Boko Haram (blog omstreeks 12 februari
2015), http://pncp.net/news/regional-multinational-joint-task-force-combat-boko-haram.
40",Dehumanization & Scientific Racism,1.0,0.06928203230275508
ambtsbericht-nigeria-2015-10-08.14.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.14.txt,2015,ambtsbericht-nigeria-2015-10-08,8,"The end of Boko Haram? Nigeria’s rapid territorial gains
and the role of foreign advisors; The New York Times (12 maart 2015): Mercenaries join Nigeria’s military
campaign against Boko Haram, http://www.nytimes.com/2015/03/13/world/africa/nigerias-fight-against-boko-
haram-gets-help-from-south-african-mercenaries.html?_r=0;",Dehumanization & Scientific Racism,1.0,0.08660254037844387
ambtsbericht-nigeria-2015-10-08.14.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.14.txt,2015,ambtsbericht-nigeria-2015-10-08,12,"für
Migration und Flüchtlinge, Group 22 (23 maart 2015): Information Centre Asylum and Migration, briefing notes,
http://www.refworld.org/cgiin/texis/vtx/rwmain?page=topic&docid=552f87fe4&skip=0&coi=NGA&tocid=50ffbce5
82&toid=50ffbce58e&searchin = year&sort=date; USCIRF (1 mei 2015):",Dehumanization & Scientific Racism,1.0,0.05892556509887897
ambtsbericht-nigeria-2015-10-08.18.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.18.txt,2015,ambtsbericht-nigeria-2015-10-08,3,"Boko Haram neemt Nigeriaanse stad in,
http://nos.nl/artikel/2003853-boko-haram-neemt-nigeriaanse-stad-in.html; Persbericht BBC world Africa
(14 oktober 2014): Chibok abductions: Will Nigerian schoolgirtls ever be freed?,
http://www.bbc.com/news/world-africa-29612345",Dehumanization & Scientific Racism,1.0,0.06666666666666667
ambtsbericht-nigeria-2015-10-08.18.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.18.txt,2015,ambtsbericht-nigeria-2015-10-08,7,"war crimes and crimes against humanity
as violence escalates in north-east; Persbericht BBC news Africa (14 april 2014): Nigeria Violence More",Dehumanization & Scientific Racism,1.0,0.07276068751089988
ambtsbericht-nigeria-2015-10-08.20.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.20.txt,2015,ambtsbericht-nigeria-2015-10-08,4,"several at crowded bus station,
http://www.theguardian.com/world/2015/may/16/nigerian-child-suicide-bomber-kills-several-at-crowded-bus-
station ;
The Guardian world news (2 mei 2015): Nigerian army frees hundreds more",Dehumanization & Scientific Racism,1.0,0.08728715609439695
ambtsbericht-nigeria-2015-10-08.20.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.20.txt,2015,ambtsbericht-nigeria-2015-10-08,7,"from Boko Haram,
http://www.theguardian.com/world/2015/apr/30/nigerian-soldiers-rescue-150-more-women-and-girls-from-
boko-haram;
Thisdaylive (14 februari 2015) Police repel Boko Haram attack in Kano,
http://www.thisdaylive.com/articles/police-repel-boko-haram-attack-in-kano/201792/.
73
The Guardian world news (15 juni 2015): Two suicide bombings in Chad target police in capital,
http://www.theguardian.com/world/2015/jun/15/two-suicide-bombings-chad-target-police-ndjamena
74
BBC (18 juni 2015):",Dehumanization & Scientific Racism,1.0,0.08307471607356973
