filename,chunk_id,sentence_count,raw_text,text_for_scoring,cos_Colonialism,cos_Historical slavery,cos_Modern racism& inequality,max_score,primary_topic,score_margin,confidence_level
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.10.txt,a9627433:00000,8,"— 10 —
Rose Mary Allen (1950) is cultureel antropoloog. Ze 
is buitengewoon hoogleraar Cultuur, gemeenschap 
en geschiedenis aan de Universiteit van Curaçao. Esther Captain (1969) is historicus en als senior  
onderzoeker werkzaam bij het Koninklijk Instituut 
voor Taal-, Land- en Volkenkunde (kitlv) in Leiden. Haar expertise is laatkoloniaal Indonesië en de 
­Indonesische revolutie, postkoloniaal Nederland 
in relatie tot de Nederlands-Caribische eilanden, 
­Indonesië en Suriname. Matthias van Rossum (1984) is historicus en als senior 
onderzoeker verbonden aan het Internationaal 
Instituut voor Sociale Geschiedenis (iisg) in 
Amsterdam. Hij is gespecialiseerd in de geschiedenis 
van slavernij in Azië en de verbindingen met het 
Atlantische slavernijverleden. Urwin Vyent (1958) is directeur van het Nationaal 
­Instituut Nederlands slavernijverleden en erfenis 
­(NiNsee). Naast zijn werk voor NiNsee houdt hij zich 
bezig met de ontwikkeling van een slavernijmuseum 
in Amsterdam.",rose mary allen cultureel antropoloog buitengewoon hoogleraar cultuur gemeenschap geschiedenis universiteit curaçao esther captain historicus senior onderzoeker werkzaam koninklijk instituut taal land volkenkunde kitlv leiden expertise laatkoloniaal indonesië indonesische revolutie postkoloniaal nederland relatie nederlands caribische eilanden indonesië suriname matthias rossum historicus senior onderzoeker verbonden internationaal instituut sociale geschiedenis iisg amsterdam gespecialiseerd geschiedenis slavernij azië verbindingen atlantische slavernijverleden urwin vyent directeur nationaal instituut nederlands slavernijverleden erfenis ninsee werk ninsee houdt bezig ontwikkeling slavernijmuseum amsterdam,0.44430271995384246,0.3375357412203739,0.3214942594310013,0.44430271995384246,Colonialism,0.10676697873346858,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.100.txt,c758b83b:00000,8,"— 100 —
— STAAT EN SLAVERNIJ —
overgang naar nieuwe termen die zich richten op het claimen van rechten 
ook in Nederland zichtbaarder werd in de publieke ruimte. Daarnaast werd de focus op een ander soort narratief gelegd. In de 
woorden van cultureel antropoloog Francio Guadeloupe: in plaats van 
trauma, slachtofferschap en slavernij (het ‘cultureel traumanarratief’) 
wordt – zoals in het Caribisch gebied al gebruikelijk was – de strijd voor 
vrijheid en gelijkheid en tegen een systeem van onderdrukking centraal 
gesteld.12 
 
◼◼ ◼◼  Erkenning slavernijverleden: het familieperspectief 
In de afgelopen decennia hebben belangenorganisaties en activisten opge­
roepen om meer plek te maken voor dialoog rondom het slavernijverleden 
en te streven naar gelijkwaardig burgerschap. De persoonlijke ervaringen 
van zwarte mensen in Nederland zijn de leidraad geweest in de oproep tot 
deze manieren van transformative justice. Om het belang hiervan beter te 
begrijpen is het belangrijk om stil te staan bij de ervaringen van nazaten 
in Nederland: wat leeft er binnen families zelf? Wat speelt er privé en 
wordt niet publiek gemaakt? Links een sjabloon 
‘Zwarte Piet is 
Racisme’, gemaakt 
door Quincy Gario. Rechts een foto van 
het protest ‘Zwarte 
Piet is Zwart Verdriet’ 
in de Bijlmer, 
Amsterdam eind 
jaren negentig.",staat slavernij overgang nieuwe termen richten claimen rechten nederland zichtbaarder publieke ruimte daarnaast focus ander soort narratief gelegd woorden cultureel antropoloog francio guadeloupe plaats trauma slachtofferschap slavernij cultureel traumanarratief caribisch gebied gebruikelijk strijd vrijheid gelijkheid systeem onderdrukking centraal gesteld erkenning slavernijverleden familieperspectief afgelopen decennia belangenorganisaties activisten opge roepen plek maken dialoog rondom slavernijverleden streven gelijkwaardig burgerschap persoonlijke ervaringen zwarte mensen nederland leidraad oproep manieren transformative justice belang hiervan beter begrijpen belangrijk stil staan ervaringen nazaten nederland leeft families speelt privé publiek gemaakt links sjabloon zwarte piet racisme gemaakt quincy gario rechts foto protest zwarte piet zwart verdriet bijlmer amsterdam eind negentig,0.38399913889173287,0.39365388561898507,0.43432573210849745,0.43432573210849745,Modern racism& inequality,0.04067184648951239,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.103.txt,efda478e:00000,10,"— 103 —
— ACTUELE VRAAGSTUKKEN —
onderlinge relatie. Maar ook in relatie tussen zwart en zwart.’14 De per­
soonlijke familie-ervaringen laten zien dat de term ‘herstel’ breder moet 
worden opgevat: het gaat niet alleen om herstelbetalingen vanwege leed 
in het verleden, maar ook om herstel van sociale relaties in het heden en de 
dialoog tussen en binnen de gemeenschappen. De persoonlijke perspectie­
ven breken het denken in essentialismen en tegenstellingen open, die 
publieke en academische debatten rondom de ‘politiek van erkenning’ 
juist zo domineren. ◼◼ ◼◼  Reacties op de excuses vanuit de gemeenschappen
De persoonlijke verhalen maken duidelijk dat de discussie over erkenning 
niet alleen over de excuses, maar ook over de erkenning van de scheefheid 
van het economische en sociale systeem moet gaan. Een economisch sys­
teem dat is ontstaan ten tijde van de slavernij en nog steeds doorwerkt; 
ook al gaat het nu over andere grondstoffen. Waar Nederland tijdens de 
slavernij profiteerde van suiker uit Suriname, profiteert Nederland tegen­
woordig van het goud dat daar onder gelijksoortige condities geprodu­
ceerd wordt. Zo kwam in een interview naar voren: ‘Je moet geen excuses 
aanvoeren. Je moet ervoor gaan zorgen dat wij [in Suriname] ook een nor­
male levensstandaard kunnen krijgen, ooit. Je [Nederland] probeert ieder­
een van je af te stoten: Curaçao, Aruba, Sint-Maarten; en bepaalt dat zij 
geen geld krijgen. Want zij hebben geen macht.",actuele vraagstukken onderlinge relatie relatie zwart zwart per soonlijke familie ervaringen laten zien term herstel breder opgevat gaat alleen herstelbetalingen vanwege leed verleden herstel sociale relaties heden dialoog gemeenschappen persoonlijke perspectie ven breken denken essentialismen tegenstellingen open publieke academische debatten rondom politiek erkenning juist domineren reacties excuses vanuit gemeenschappen persoonlijke verhalen maken duidelijk discussie erkenning alleen excuses erkenning scheefheid economische sociale systeem gaan economisch sys teem ontstaan ten tijde slavernij steeds doorwerkt gaat grondstoffen waar nederland slavernij profiteerde suiker suriname profiteert nederland woordig goud gelijksoortige condities geprodu ceerd kwam interview voren excuses aanvoeren ervoor gaan zorgen suriname male levensstandaard krijgen ooit nederland probeert ieder af stoten curac ao aruba sint maarten bepaalt geld krijgen macht,0.3230304423416215,0.3716810635307704,0.40990491502563814,0.40990491502563814,Modern racism& inequality,0.03822385149486773,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.107.txt,b86eda48:00001,5,"Het opslaan en digitaal ontsluiten van oraal materiaal stelt deze bronnen veilig 
voor nader onderzoek, herinterpretatie en analyse. Deze bronnen worden 
verifieerbaar voor onderzoekers en kunnen ook in het onderwijs worden 
gebruikt. Ondanks de toenemende belangstelling voor orale geschiedenis om 
de Neder­land­se koloniale geschiedenis bloot te leggen, is er heel veel materiaal 
dat voor onderzoekers en het bredere publiek nog niet toegankelijk is. Rose Mary Allen (1950) is cultureel antropoloog. Ze is buitengewoon 
hoogleraar Cultuur, gemeenschap en geschiedenis aan de Universiteit 
van Curaçao.",opslaan digitaal ontsluiten oraal materiaal stelt bronnen veilig nader onderzoek herinterpretatie analyse bronnen verifieerbaar onderzoekers onderwijs gebruikt ondanks toenemende belangstelling orale geschiedenis neder land se koloniale geschiedenis bloot leggen heel materiaal onderzoekers bredere publiek toegankelijk rose mary allen cultureel antropoloog buitengewoon hoogleraar cultuur gemeenschap geschiedenis universiteit curaçao,0.4184369240585015,0.37369061755655,0.3827739322410837,0.4184369240585015,Colonialism,0.03566299181741783,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.109.txt,a258f294:00000,6,"— ACTUELE VRAAGSTUKKEN —
Deel 2
Slavernij, 
afschaffingen en 
doorwerkingen
patricia kaersenhout
‘Entangled One is een zeer persoonlijke serie van acht 
werken over het kunnen ontsnappen aan de onveilige 
en verwarrende gevoelens die ontstaan als je zwart 
bent in een overwegend witte samenleving. Het deed 
mij twijfelen aan mijn eigen identiteit en aan de plaats 
waar ik thuishoorde. Ik kon alleen ontsnappen aan 
mijn ‘anders’- zijn in een denkbeeldige wereld. Pas 
daar losten alle grenzen op en werd mijn toegestane 
vrijheid een realiteit van mogelijkheden. Via de taal 
van de verbeelding bevrijd ik mijn innerlijke ziel die 
gevangen zit in het uiterlijke lichaam, dat wordt 
bepaald door ras, geslacht en hiërarchie.’
Entangled One nr. 4 (2011)
werk op papier, 48 x 64,5 cm",actuele vraagstukken deel slavernij afschaffingen doorwerkingen patricia kaersenhout entangled one zeer persoonlijke serie acht werken ontsnappen onveilige verwarrende gevoelens ontstaan zwart bent overwegend witte samenleving deed twijfelen eigen identiteit plaats waar thuishoorde alleen ontsnappen anders denkbeeldige wereld pas losten grenzen toegestane vrijheid realiteit mogelijkheden via taal verbeelding bevrijd innerlijke ziel gevangen zit uiterlijke lichaam bepaald ras geslacht hiërarchie entangled one nr werk papier x cm,0.3506859597399472,0.4031726138160567,0.4440775735523439,0.4440775735523439,Modern racism& inequality,0.040904959736287216,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.117.txt,5759ea11:00001,9,"De industrie gaf een enorme impuls 
aan de economie, bracht werkgelegenheid voor velen en trok een stroom 
migranten naar die eilanden. Maar die ongekende economische groei was 
niet voldoende om diepgewortelde raciale barrières te doorbreken. De olie­
maatschappij heeft een stevig fundament in het koloniale verleden. Het in 
1890 opgerichte bedrijf Koninklijke Olie in Nederlands-Indië, later Shell, 
kon in de kolonie bouwen aan de basis voor haar imperium, met gunstige 
voorwaarden voor zichzelf en ongunstige werkomstandigheden voor 
de Chinese en Javaanse contractarbeiders – in die tijd geringschattend 
­‘koelies’genoemd. In Suriname werd in de periode van het staatstoezicht gezocht naar 
nieuwe wegen om de plantages draaiende te houden met behulp van goed­
kope arbeid. Arbeiders kwamen eerst in relatief kleine aantallen uit Madei­
ra, China en de Cariben, maar vanaf 1873 werden zij massaal in Azië 
geworven. Meer dan 34 000 Brits-Indiërs en bijna 33 000 Javanen maakten 
als contractarbeiders de overtocht naar Suriname om daar onder moeilijke 
omstandigheden op de suikerplantages te werken. Iedereen die contract­
breuk pleegde werd strafrechtelijk vervolgd, zoals was vastgelegd in het 
poenale sanctiebeleid.7 Volgend op het slavernijsysteem ontstond zo een 
nieuwe vorm van onvrije arbeid, die tot de Tweede Wereldoorlog bleef 
bestaan. De migratie van contractarbeiders uit Nederlands-Indië naar 
­Suriname laat zien dat het moeilijk was om aan het koloniale regime te 
­ontsnappen.",industrie gaf enorme impuls economie bracht werkgelegenheid velen trok stroom migranten eilanden ongekende economische groei voldoende diepgewortelde raciale barrières doorbreken olie maatschappij stevig fundament koloniale verleden opgerichte bedrijf koninklijke olie nederlands indië later shell kolonie bouwen basis imperium gunstige voorwaarden zichzelf ongunstige werkomstandigheden chinese javaanse contractarbeiders tijd geringschattend koelies genoemd suriname periode staatstoezicht gezocht nieuwe wegen plantages draaiende houden behulp goed kope arbeid arbeiders kwamen eerst relatief kleine aantallen madei ra china cariben vanaf werden massaal azië geworven brits indiërs bijna javanen maakten contractarbeiders overtocht suriname moeilijke omstandigheden suikerplantages werken iedereen contract breuk pleegde strafrechtelijk vervolgd vastgelegd poenale sanctiebeleid volgend slavernijsysteem ontstond nieuwe vorm onvrije arbeid tweede wereldoorlog bleef bestaan migratie contractarbeiders nederlands indië suriname laat zien moeilijk koloniale regime ontsnappen,0.3908103528488581,0.4149896912808006,0.3227489852517756,0.4149896912808006,Historical slavery,0.024179338431942476,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.118.txt,91365dbd:00000,10,"— 118 —
— STAAT EN SLAVERNIJ —
Geleidelijk aan verlieten de vrijgemaakten de plantages. Hun plaatsen 
werden ingenomen door contractarbeiders. Een bestaan opbouwen in een 
land waar grootschalige landbouw met behulp van goedkope contract­
arbeid de standaard was, was niet eenvoudig. De winning van goud en 
rubber in het binnenland van Suriname, de nieuwe frontier-gebieden 
(gebieden die de grens met het ontgonnen land markeerden) boden 
­kansen. Sommigen traden in dienst van de koloniale overheid. Er is nog veel onbekend over de kansen op de vrije arbeidsmarkt in de 
decennia na de afschaffing van de slavernij. Ontstonden er vormen van 
solidariteit of werden er juist nieuwe barrières opgeworpen tussen de 
­verschillende groepen vrije arbeiders? ◼◼ ◼◼  Schipperen tussen verandering en behoud
De afschaffing van de slavernij en daarmee de introductie of het voortbe­
staan van contractarbeid en onvrije arbeid vergden aanpassingen in de 
organisatie van bestuur en ordehandhaving. In symbolische zin speelde 
het koningshuis een rol in het vormen en hervormen van de koloniale 
staat. In Suriname en op de eilanden werd koning Willem iii gepresen­
teerd als degene die het initiatief had genomen tot de afschaffing van de 
slavernij, terwijl hij in feite alleen het besluit daartoe had ondertekend.",staat slavernij geleidelijk verlieten vrijgemaakten plantages plaatsen werden ingenomen contractarbeiders bestaan opbouwen land waar grootschalige landbouw behulp goedkope contract arbeid standaard eenvoudig winning goud rubber binnenland suriname nieuwe frontier gebieden gebieden grens ontgonnen land markeerden boden kansen sommigen traden dienst koloniale overheid onbekend kansen vrije arbeidsmarkt decennia afschaffing slavernij ontstonden vormen solidariteit werden juist nieuwe barrières opgeworpen verschillende groepen vrije arbeiders schipperen verandering behoud afschaffing slavernij daarmee introductie voortbe staan contractarbeid onvrije arbeid vergden aanpassingen organisatie bestuur ordehandhaving symbolische zin speelde koningshuis rol vormen hervormen koloniale staat suriname eilanden koning willem iii gepresen teerd degene initiatief genomen afschaffing slavernij terwijl feite alleen besluit daartoe ondertekend,0.423373130962366,0.46853914971916333,0.3539540586461374,0.46853914971916333,Historical slavery,0.04516601875679732,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.119.txt,b1733d46:00000,10,"— 119 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
­slavernij. De planter verloor zijn disciplinerende macht; hij mocht niet 
langer veroordelen en straffen zoals tijdens de slavernij. Bovendien groei­
de de bevolking door de komst van Aziatische contractarbeiders tussen 
1863 en 1900 met bijna zevenendertig procent. Op de eilanden was de 
afschaffing van de slavernij niet zozeer van invloed op de politieorganisa­
tie, maar wel de opkomst van de olie-industrie, in de jaren twintig van de 
twintigste eeuw, die eveneens een enorme bevolkingsgroei teweegbracht 
en zo een impuls gaf aan reorganisatie, uitbreiding en militarisering van 
de politiemacht. Die was in het enorme eilandenrijk van Nederlands-Indië 
in het begin van de twintigste eeuw verder ontwikkeld dan in Suriname 
en op de Antillen. Dat moderniseringsproces kwam in de jaren dertig tot 
stilstand. De opkomst van nationalisme en politiek zelfbewustzijn van de 
bevolking zette de koloniale staat onder druk, met als gevolg dat de politie 
haar macht trachtte te behouden met repressie en geweld. Op de Caribische eilanden, in Nederlands-Indië en Suriname stond de 
koloniale politie aan het eind van de negentiende eeuw voor zowel veilig­
heid als controle, dus voor zowel recht als disciplinering. Het bieden van 
veiligheid legitimeerde de politie, maar die veiligheid was ook nodig om 
de koloniale economie te laten functioneren. Terwijl repressief politie­
optreden in de wetenschappelijke literatuur van de jaren tachtig en 
negentig van de vorige eeuw nog werd beschouwd als effectief koloniaal 
machtsvertoon, wordt het in de moderne literatuur eerder gezien als teken 
van zwakte en onmacht van de koloniale staat en de politieorganisatie.9
De Antilliaanse politie kende gedurende de gehele periode een aan­
zienlijke instroom van Nederlands militair en civiel personeel.",slavernij afschaffingen doorwerkingen slavernij planter verloor disciplinerende macht mocht langer veroordelen straffen slavernij bovendien groei bevolking komst aziatische contractarbeiders bijna zevenendertig procent eilanden afschaffing slavernij zozeer invloed politieorganisa tie opkomst olie industrie twintig twintigste eeuw eveneens enorme bevolkingsgroei teweegbracht impuls gaf reorganisatie uitbreiding militarisering politiemacht enorme eilandenrijk nederlands indië begin twintigste eeuw verder ontwikkeld suriname antillen moderniseringsproces kwam dertig stilstand opkomst nationalisme politiek zelfbewustzijn bevolking zette koloniale staat druk gevolg politie macht trachtte behouden repressie geweld caribische eilanden nederlands indië suriname stond koloniale politie eind negentiende eeuw zowel veilig heid controle zowel recht disciplinering bieden veiligheid legitimeerde politie veiligheid nodig koloniale economie laten functioneren terwijl repressief politie optreden wetenschappelijke literatuur tachtig negentig vorige eeuw beschouwd effectief koloniaal machtsvertoon moderne literatuur eerder gezien teken zwakte onmacht koloniale staat politieorganisatie antilliaanse politie kende gedurende gehele periode zienlijke instroom nederlands militair civiel personeel,0.3838201055911218,0.4920220239104937,0.3691757774494363,0.4920220239104937,Historical slavery,0.10820191831937193,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.120.txt,bb3ea59c:00001,4,"Was sociale mobiliteit 
mogelijk in samenlevingen waar afkomst de status bepaalde? Waar lagen 
de mogelijkheden en waar de beperkingen? Hoe kan een begrip als het 
implicated subject ons helpen de spagaat te begrijpen van gekoloniseerde 
mensen in overheidsdienst? Wat betekende de afschaffing van de slavernij",sociale mobiliteit mogelijk samenlevingen waar afkomst status bepaalde waar lagen mogelijkheden waar beperkingen begrip implicated subject helpen spagaat begrijpen gekoloniseerde mensen overheidsdienst betekende afschaffing slavernij,0.370265888327443,0.32489873399606567,0.46282273426549375,0.46282273426549375,Modern racism& inequality,0.09255684593805075,low
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.121.txt,c8f1574d:00000,10,"— 121 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
voor slaafgemaakten die al vóór de afschaffing van de slavernij vrij waren 
geworden? Ontstond er solidariteit of werden er nieuwe barrières opge­
worpen? De zoektocht naar de stem van slaafgemaakten en andere in onvrijheid 
levende mensen is natuurlijk niet nieuw. Hun stem weerklinkt niet in de 
bronnen. Die werden door anderen geschreven: koloniaal bestuurders, 
planters en andere ondernemers. Een vertekening van de geschiedschrij­
ving lijkt zodoende onvermijdelijk. Begin jaren tachtig schreef de histori­
cus Ranajit Guha dat het beter is die vertekening te erkennen en te 
beschouwen als een bron van informatie die de geschiedschrijving bepaalt. Door die vertekening te beschouwen als een vaststaand feit en haar te 
­analyseren kunnen we dat verloren gewaande verleden benaderen. Ook 
de antropoloog Michel-Rolph Trouillot schrijft dat ‘stiltes’ onvermijdelijk 
zijn in de geschiedschrijving. Opnieuw lezen en overwegen van bronnen 
biedt ook volgens hem openingen tot een beter begrip van degenen wier 
stem verloren ging.12 Die inzichten zijn onverminderd waardevol.",slavernij afschaffingen doorwerkingen slaafgemaakten vóór afschaffing slavernij vrij geworden ontstond solidariteit werden nieuwe barrières opge worpen zoektocht stem slaafgemaakten onvrijheid levende mensen natuurlijk nieuw stem weerklinkt bronnen werden anderen geschreven koloniaal bestuurders planters ondernemers vertekening geschiedschrij ving lijkt zodoende onvermijdelijk begin tachtig schreef histori cus ranajit guha beter vertekening erkennen beschouwen bron informatie geschiedschrijving bepaalt vertekening beschouwen vaststaand feit analyseren verloren gewaande verleden benaderen antropoloog michel rolph trouillot schrijft stiltes onvermijdelijk geschiedschrijving opnieuw lezen overwegen bronnen biedt volgens openingen beter begrip degenen wier stem verloren ging inzichten onverminderd waardevol,0.3834634676859544,0.44019341052123956,0.37573300565008066,0.44019341052123956,Historical slavery,0.05672994283528515,low
